relative_hour_bucket,transaction_count,amount_usd,product_top,product_top_share,unique_product,unique_card1_proxy,card4_top,card4_top_share,addr2_top,addr2_top_share,identity_coverage,device_type_top,device_type_top_share,labelled_fraud_count,labelled_fraud_rate,labelled_fraud_amount_usd
2493,225,31328.544,W,0.8444444444444444,5,147,visa,0.6622222222222223,87.0,0.8666666666666667,0.14222222222222222,desktop,0.08444444444444445,6,0.02666666666666667,2920.0
2494,217,30466.444000000003,W,0.7741935483870968,5,159,visa,0.728110599078341,87.0,0.8110599078341014,0.20276497695852536,desktop,0.10599078341013825,9,0.041474654377880185,3212.212
2495,193,22319.047,W,0.8134715025906736,5,134,visa,0.7150259067357513,87.0,0.8549222797927462,0.14507772020725387,desktop,0.09844559585492228,3,0.015544041450777202,593.5
2496,230,27262.912000000004,W,0.8260869565217391,5,160,visa,0.7086956521739131,87.0,0.908695652173913,0.1608695652173913,desktop,0.10434782608695652,13,0.05652173913043478,812.984
2497,174,22338.084000000003,W,0.8333333333333334,5,134,visa,0.5977011494252874,87.0,0.8793103448275862,0.15517241379310345,desktop,0.08045977011494253,2,0.011494252873563218,106.002
2498,118,15890.806000000004,W,0.7627118644067796,5,93,visa,0.6779661016949152,87.0,0.8305084745762712,0.2288135593220339,mobile,0.11864406779661017,4,0.03389830508474576,162.567
2499,95,8633.852,W,0.6421052631578947,3,70,visa,0.7368421052631579,87.0,0.6526315789473685,0.35789473684210527,desktop,0.17894736842105263,0,0.0,
2500,51,6797.521,W,0.6666666666666666,3,40,visa,0.6666666666666666,87.0,0.7843137254901961,0.3333333333333333,desktop,0.27450980392156865,1,0.0196078431372549,8.217
2501,48,5156.880999999999,W,0.7291666666666666,5,39,visa,0.5833333333333334,87.0,0.8125,0.2708333333333333,mobile,0.14583333333333334,2,0.041666666666666664,43.26
2502,31,2641.551,W,0.45161290322580644,5,26,visa,0.6774193548387096,87.0,0.6451612903225806,0.4838709677419355,desktop,0.2903225806451613,3,0.0967741935483871,149.237
2503,12,1606.3930000000003,W,0.8333333333333334,2,11,visa,0.8333333333333334,87.0,0.8333333333333334,0.16666666666666666,desktop,0.08333333333333333,1,0.08333333333333333,310.559
2504,10,2185.85,W,0.7,3,9,visa,0.7,87.0,0.9,0.3,mobile,0.2,2,0.2,100.0
2505,12,2157.6000000000004,W,1.0,1,11,visa,0.75,87.0,1.0,0.0,,,0,0.0,
2506,26,2868.7599999999998,W,0.9615384615384616,2,23,visa,0.5769230769230769,87.0,1.0,0.038461538461538464,desktop,0.038461538461538464,2,0.07692307692307693,343.0
2507,48,6196.864,W,0.9166666666666666,3,44,visa,0.6875,87.0,0.9375,0.08333333333333333,desktop,0.0625,2,0.041666666666666664,77.168
2508,78,7945.056999999999,W,0.9358974358974359,4,65,visa,0.6410256410256411,87.0,0.9871794871794872,0.0641025641025641,desktop,0.05128205128205128,0,0.0,
2509,139,23343.761,W,0.8992805755395683,5,102,visa,0.6546762589928058,87.0,0.9784172661870504,0.10071942446043165,desktop,0.05755395683453238,2,0.014388489208633094,525.0
2510,159,22973.485,W,0.8238993710691824,5,126,visa,0.7358490566037735,87.0,0.9182389937106918,0.1761006289308176,desktop,0.11320754716981132,2,0.012578616352201259,510.0
2511,205,38955.881,W,0.8195121951219512,5,146,visa,0.7317073170731707,87.0,0.9024390243902439,0.15609756097560976,desktop,0.08780487804878048,7,0.03414634146341464,4049.0
2512,188,49453.34999999999,W,0.8031914893617021,5,139,visa,0.6170212765957447,87.0,0.898936170212766,0.15425531914893617,desktop,0.10106382978723404,5,0.026595744680851064,543.567
2513,182,23302.088000000003,W,0.8186813186813187,5,136,visa,0.6538461538461539,87.0,0.8791208791208791,0.15934065934065933,desktop,0.0989010989010989,9,0.04945054945054945,742.94
2514,191,25432.921000000006,W,0.8115183246073299,5,140,visa,0.6492146596858639,87.0,0.8638743455497382,0.15706806282722513,desktop,0.11518324607329843,5,0.02617801047120419,2783.9
2515,200,28981.689,W,0.895,5,133,visa,0.7,87.0,0.92,0.085,desktop,0.065,9,0.045,3340.4700000000003
2516,225,36500.42,W,0.8355555555555556,5,165,visa,0.6533333333333333,87.0,0.9333333333333333,0.15555555555555556,desktop,0.09333333333333334,7,0.03111111111111111,2623.0
2517,241,30496.443,W,0.8049792531120332,5,156,visa,0.6182572614107884,87.0,0.8921161825726142,0.1825726141078838,desktop,0.12448132780082988,10,0.04149377593360996,1540.864
2518,206,39669.77,W,0.7815533980582524,5,148,visa,0.6796116504854369,87.0,0.8640776699029126,0.19902912621359223,desktop,0.11650485436893204,6,0.02912621359223301,952.352
2519,246,33360.667,W,0.7642276422764228,5,159,visa,0.6422764227642277,87.0,0.8414634146341463,0.2073170731707317,desktop,0.10975609756097561,17,0.06910569105691057,2379.988
2520,197,26745.324999999997,W,0.817258883248731,5,152,visa,0.700507614213198,87.0,0.8781725888324873,0.17766497461928935,desktop,0.116751269035533,3,0.015228426395939087,141.142
2521,177,16091.418000000001,W,0.7344632768361582,5,125,visa,0.672316384180791,87.0,0.8305084745762712,0.2655367231638418,desktop,0.1638418079096045,4,0.022598870056497175,442.5
2522,133,15751.713,W,0.7669172932330827,4,98,visa,0.7443609022556391,87.0,0.8571428571428571,0.22556390977443608,mobile,0.13533834586466165,6,0.045112781954887216,516.492
2523,122,15885.301,W,0.7049180327868853,5,89,visa,0.639344262295082,87.0,0.7622950819672131,0.29508196721311475,desktop,0.21311475409836064,0,0.0,
2524,82,7184.961,W,0.5487804878048781,4,57,visa,0.6951219512195121,87.0,0.573170731707317,0.45121951219512196,mobile,0.23170731707317074,7,0.08536585365853659,547.4449999999999
2525,55,5657.386,W,0.6,3,41,visa,0.6363636363636364,87.0,0.6181818181818182,0.38181818181818183,mobile,0.21818181818181817,3,0.05454545454545454,595.618
2526,44,5887.16,W,0.5681818181818182,2,28,visa,0.7727272727272727,87.0,0.5681818181818182,0.4318181818181818,desktop,0.22727272727272727,6,0.13636363636363635,1134.2359999999999
2527,18,2429.0309999999995,W,0.6666666666666666,2,14,visa,0.6111111111111112,87.0,0.6666666666666666,0.3333333333333333,desktop,0.2777777777777778,2,0.1111111111111111,529.0
2528,13,1133.884,W,0.8461538461538461,3,12,mastercard,0.5384615384615384,87.0,0.9230769230769231,0.15384615384615385,desktop,0.15384615384615385,0,0.0,
2529,24,5184.395,W,0.7083333333333334,4,23,visa,0.5833333333333334,87.0,0.8333333333333334,0.2916666666666667,desktop,0.20833333333333334,0,0.0,
2530,20,3234.15,W,0.9,3,18,visa,0.65,87.0,1.0,0.1,mobile,0.1,0,0.0,
2531,49,5976.465999999999,W,0.8979591836734694,4,42,visa,0.7142857142857143,87.0,0.9387755102040817,0.10204081632653061,desktop,0.08163265306122448,5,0.10204081632653061,691.192
2532,79,8790.487000000003,W,0.8607594936708861,5,60,visa,0.6455696202531646,87.0,0.9746835443037974,0.13924050632911392,desktop,0.10126582278481013,2,0.02531645569620253,528.5
2533,111,17889.653000000002,W,0.8738738738738738,5,86,visa,0.6216216216216216,87.0,0.954954954954955,0.11711711711711711,mobile,0.06306306306306306,3,0.02702702702702703,526.95
2534,131,21639.243000000002,W,0.8854961832061069,5,101,visa,0.6717557251908397,87.0,0.9618320610687023,0.11450381679389313,desktop,0.0916030534351145,4,0.030534351145038167,895.0
2535,168,24654.854,W,0.8035714285714286,5,128,visa,0.5952380952380952,87.0,0.8690476190476191,0.18452380952380953,desktop,0.14285714285714285,9,0.05357142857142857,1171.0
2536,211,32263.781000000003,W,0.8199052132701422,5,142,visa,0.6398104265402843,87.0,0.8767772511848341,0.14691943127962084,desktop,0.0995260663507109,5,0.023696682464454975,1191.0
2537,209,32094.645,W,0.7703349282296651,5,163,visa,0.6650717703349283,87.0,0.8421052631578947,0.19138755980861244,desktop,0.13875598086124402,8,0.03827751196172249,3118.0
2538,180,26015.417,W,0.8555555555555555,5,135,visa,0.6833333333333333,87.0,0.8944444444444445,0.11666666666666667,desktop,0.1111111111111111,5,0.027777777777777776,488.0
2539,190,26422.730000000003,W,0.7736842105263158,5,151,visa,0.6210526315789474,87.0,0.868421052631579,0.22105263157894736,desktop,0.16842105263157894,7,0.03684210526315789,1109.047
2540,188,34716.192,W,0.824468085106383,5,136,visa,0.648936170212766,87.0,0.9042553191489362,0.17553191489361702,desktop,0.1276595744680851,11,0.05851063829787234,4197.739
2541,192,36554.725,W,0.8072916666666666,5,136,visa,0.7083333333333334,87.0,0.90625,0.1875,desktop,0.14583333333333334,10,0.052083333333333336,1046.8619999999999
2542,243,33108.373999999996,W,0.7325102880658436,5,158,visa,0.6049382716049383,87.0,0.8148148148148148,0.24279835390946503,desktop,0.18518518518518517,20,0.0823045267489712,3235.5350000000003
2543,198,31290.231000000003,W,0.7676767676767676,5,133,visa,0.6767676767676768,87.0,0.8383838383838383,0.2222222222222222,desktop,0.17676767676767677,12,0.06060606060606061,859.164
2544,189,29552.908,W,0.656084656084656,5,131,visa,0.6613756613756614,87.0,0.8095238095238095,0.2751322751322751,desktop,0.17989417989417988,12,0.06349206349206349,1963.076
2545,155,20434.538,W,0.7161290322580646,5,118,visa,0.6709677419354839,87.0,0.8064516129032258,0.27741935483870966,mobile,0.14193548387096774,8,0.05161290322580645,1141.817
2546,115,9485.298000000003,W,0.6956521739130435,5,79,visa,0.6521739130434783,87.0,0.7478260869565218,0.30434782608695654,desktop,0.2,7,0.06086956521739131,769.783
2547,107,16357.289,W,0.5794392523364486,4,77,visa,0.6355140186915887,87.0,0.6074766355140186,0.40186915887850466,mobile,0.24299065420560748,8,0.07476635514018691,485.47400000000005
2548,85,6418.776,C,0.5176470588235295,3,57,visa,0.6588235294117647,87.0,0.4823529411764706,0.5411764705882353,desktop,0.36470588235294116,5,0.058823529411764705,469.856
2549,46,6505.801000000001,C,0.5217391304347826,3,30,visa,0.6304347826086957,87.0,0.4782608695652174,0.5434782608695652,desktop,0.5,2,0.043478260869565216,3197.163
2550,36,5434.142,W,0.5833333333333334,2,25,visa,0.75,87.0,0.5833333333333334,0.4166666666666667,mobile,0.2222222222222222,3,0.08333333333333333,3212.598
2551,16,1270.608,W,0.625,2,13,visa,0.875,87.0,0.625,0.375,desktop,0.25,2,0.125,28.276
2552,13,2982.6719999999996,W,0.8461538461538461,2,12,visa,0.6923076923076923,87.0,0.8461538461538461,0.15384615384615385,mobile,0.15384615384615385,3,0.23076923076923078,468.322
2553,13,1389.9030000000002,W,0.7692307692307693,2,13,mastercard,0.5384615384615384,87.0,0.7692307692307693,0.23076923076923078,desktop,0.15384615384615385,0,0.0,
2554,31,6564.820999999999,W,0.967741935483871,2,24,visa,0.6129032258064516,87.0,0.967741935483871,0.03225806451612903,mobile,0.03225806451612903,3,0.0967741935483871,788.0
2555,50,8038.95,W,1.0,1,45,visa,0.68,87.0,1.0,0.0,,,1,0.02,737.0
2556,71,9675.238000000001,W,0.8450704225352113,4,58,visa,0.5070422535211268,87.0,0.9014084507042254,0.15492957746478872,desktop,0.11267605633802817,1,0.014084507042253521,1541.0
2557,104,16604.605000000003,W,0.8557692307692307,5,81,visa,0.7019230769230769,87.0,0.9615384615384616,0.14423076923076922,desktop,0.08653846153846154,0,0.0,
2558,159,23207.623000000003,W,0.8553459119496856,5,124,visa,0.6226415094339622,87.0,0.9433962264150944,0.13836477987421383,desktop,0.09433962264150944,3,0.018867924528301886,754.0
2559,185,26932.156000000003,W,0.8162162162162162,5,142,visa,0.6972972972972973,87.0,0.9027027027027027,0.1783783783783784,desktop,0.12972972972972974,2,0.010810810810810811,465.059
2560,232,40018.363999999994,W,0.7758620689655172,5,162,visa,0.7025862068965517,87.0,0.853448275862069,0.2025862068965517,desktop,0.14224137931034483,8,0.034482758620689655,2751.8
2561,253,39049.708,W,0.7786561264822134,5,168,visa,0.7470355731225297,87.0,0.8656126482213439,0.2015810276679842,desktop,0.15810276679841898,10,0.039525691699604744,662.7080000000001
2562,226,35326.585,W,0.7300884955752213,5,156,visa,0.6504424778761062,87.0,0.7876106194690266,0.2168141592920354,desktop,0.15486725663716813,14,0.061946902654867256,1722.551
2563,203,27365.444000000003,W,0.7487684729064039,5,142,visa,0.6600985221674877,87.0,0.8620689655172413,0.23645320197044334,desktop,0.1625615763546798,19,0.09359605911330049,3500.254
2564,230,32832.990000000005,W,0.8304347826086956,5,156,visa,0.7260869565217392,87.0,0.8652173913043478,0.1391304347826087,mobile,0.06956521739130435,13,0.05652173913043478,2912.023
2565,234,43686.270000000004,W,0.8205128205128205,5,181,visa,0.6025641025641025,87.0,0.8931623931623932,0.16666666666666666,desktop,0.09829059829059829,5,0.021367521367521368,1370.313
2566,236,37242.431,W,0.7584745762711864,5,163,visa,0.6398305084745762,87.0,0.8516949152542372,0.23728813559322035,desktop,0.17796610169491525,9,0.038135593220338986,430.11
2567,232,28939.533,W,0.7370689655172413,5,166,visa,0.6293103448275862,87.0,0.8060344827586207,0.23706896551724138,desktop,0.15948275862068967,14,0.0603448275862069,1480.8639999999998
2568,233,37331.526,W,0.8326180257510729,5,164,visa,0.6652360515021459,87.0,0.871244635193133,0.13733905579399142,desktop,0.06866952789699571,0,0.0,
2569,153,18116.061,W,0.7516339869281046,5,122,visa,0.6143790849673203,87.0,0.8496732026143791,0.24836601307189543,desktop,0.12418300653594772,9,0.058823529411764705,1214.92
2570,135,17953.761000000002,W,0.6444444444444445,5,91,visa,0.7481481481481481,87.0,0.762962962962963,0.35555555555555557,mobile,0.24444444444444444,7,0.05185185185185185,1539.0859999999998
2571,98,8149.062,W,0.6632653061224489,4,72,visa,0.7244897959183674,87.0,0.7857142857142857,0.32653061224489793,mobile,0.21428571428571427,0,0.0,
2572,62,5608.712999999999,W,0.6451612903225806,2,49,visa,0.6935483870967742,87.0,0.6451612903225806,0.3387096774193548,mobile,0.1774193548387097,4,0.06451612903225806,138.905
2573,54,5259.553000000001,W,0.5740740740740741,4,37,visa,0.5925925925925926,87.0,0.6296296296296297,0.42592592592592593,desktop,0.2777777777777778,1,0.018518518518518517,16.434
2574,16,1146.543,W,0.6875,2,14,visa,0.6875,87.0,0.6875,0.25,mobile,0.1875,0,0.0,
2575,46,2264.395,C,0.7608695652173914,3,24,visa,0.717391304347826,87.0,0.2391304347826087,0.8260869565217391,mobile,0.6956521739130435,14,0.30434782608695654,760.9519999999998
2576,8,439.538,W,0.625,2,8,mastercard,0.5,87.0,0.625,0.375,desktop,0.375,1,0.125,22.114
2577,7,203.12699999999998,W,0.7142857142857143,2,6,visa,0.8571428571428571,87.0,0.7142857142857143,0.2857142857142857,mobile,0.14285714285714285,1,0.14285714285714285,13.292
2578,16,2077.092,W,0.6875,5,16,visa,0.6875,87.0,0.9375,0.3125,desktop,0.25,4,0.25,880.2919999999999
2579,31,5393.910999999999,W,0.7741935483870968,4,26,visa,0.9032258064516129,87.0,0.9032258064516129,0.22580645161290322,desktop,0.16129032258064516,4,0.12903225806451613,1097.561
2580,49,5489.233,W,0.8163265306122449,4,42,visa,0.7142857142857143,87.0,0.9795918367346939,0.1836734693877551,mobile,0.14285714285714285,3,0.061224489795918366,450.0
2581,98,11231.862000000001,W,0.7142857142857143,4,83,visa,0.6530612244897959,87.0,0.826530612244898,0.2857142857142857,mobile,0.1836734693877551,5,0.05102040816326531,158.905
2582,132,15391.133,W,0.7878787878787878,5,100,visa,0.7121212121212122,87.0,0.8636363636363636,0.21212121212121213,desktop,0.12878787878787878,2,0.015151515151515152,257.781
2583,154,20958.777000000002,W,0.7727272727272727,5,121,visa,0.6363636363636364,87.0,0.8376623376623377,0.19480519480519481,desktop,0.13636363636363635,5,0.032467532467532464,290.02
2584,185,18837.849000000002,W,0.7081081081081081,5,118,visa,0.6594594594594595,87.0,0.7837837837837838,0.2702702702702703,desktop,0.2,6,0.032432432432432434,878.7189999999999
2585,171,23514.811,W,0.8128654970760234,5,132,visa,0.6608187134502924,87.0,0.8947368421052632,0.1695906432748538,mobile,0.0935672514619883,3,0.017543859649122806,966.99
2586,209,27394.635,W,0.7559808612440191,5,141,visa,0.69377990430622,87.0,0.8133971291866029,0.22966507177033493,desktop,0.11961722488038277,13,0.06220095693779904,1878.883
2587,202,26038.794,W,0.7722772277227723,5,144,visa,0.6683168316831684,87.0,0.8613861386138614,0.21287128712871287,desktop,0.11386138613861387,17,0.08415841584158416,1002.9110000000001
2588,186,23979.721,W,0.8655913978494624,5,135,visa,0.6827956989247311,87.0,0.9139784946236559,0.12365591397849462,desktop,0.08602150537634409,6,0.03225806451612903,2971.13
2589,194,20923.086000000003,W,0.8144329896907216,5,142,visa,0.634020618556701,87.0,0.9020618556701031,0.18041237113402062,desktop,0.11855670103092783,6,0.030927835051546393,1281.03
2590,201,21119.904000000002,W,0.7562189054726368,5,138,visa,0.7014925373134329,87.0,0.8208955223880597,0.22885572139303484,mobile,0.14427860696517414,5,0.024875621890547265,576.959
2591,169,19154.202999999998,W,0.757396449704142,5,129,visa,0.650887573964497,87.0,0.8402366863905325,0.22485207100591717,desktop,0.1301775147928994,11,0.0650887573964497,2331.1180000000004
2592,182,23355.633,W,0.8791208791208791,3,141,visa,0.6648351648351648,87.0,0.8846153846153846,0.1043956043956044,mobile,0.06043956043956044,7,0.038461538461538464,3658.756
2593,58,4093.7390000000005,W,0.4482758620689655,5,47,visa,0.6724137931034483,87.0,0.6206896551724138,0.5172413793103449,desktop,0.3103448275862069,8,0.13793103448275862,596.237
2594,44,2713.815,C,0.5681818181818182,4,34,visa,0.5909090909090909,87.0,0.4318181818181818,0.7954545454545454,mobile,0.5,6,0.13636363636363635,78.96000000000001
2595,44,3846.7740000000003,W,0.4772727272727273,4,34,visa,0.5909090909090909,87.0,0.6136363636363636,0.5,desktop,0.36363636363636365,1,0.022727272727272728,42.001
2596,53,5054.565,W,0.660377358490566,5,47,visa,0.7169811320754716,87.0,0.7735849056603774,0.33962264150943394,mobile,0.32075471698113206,0,0.0,
2597,60,6165.268999999999,W,0.5,5,37,visa,0.7333333333333333,87.0,0.5666666666666667,0.5,desktop,0.4166666666666667,4,0.06666666666666667,111.07699999999998
2598,17,1438.4759999999999,W,0.7058823529411765,2,16,visa,0.7647058823529411,87.0,0.7058823529411765,0.29411764705882354,desktop,0.23529411764705882,0,0.0,
2599,7,3121.685,W,0.7142857142857143,2,7,visa,0.7142857142857143,87.0,0.7142857142857143,0.2857142857142857,mobile,0.14285714285714285,1,0.14285714285714285,42.777
2600,13,1993.214,W,0.6923076923076923,3,10,visa,0.46153846153846156,87.0,0.8461538461538461,0.3076923076923077,mobile,0.15384615384615385,2,0.15384615384615385,265.364
2601,14,1542.8930000000003,W,0.7857142857142857,3,12,visa,0.7857142857142857,87.0,0.9285714285714286,0.21428571428571427,mobile,0.21428571428571427,1,0.07142857142857142,527.0
2602,6,339.60900000000004,W,0.6666666666666666,3,6,visa,1.0,87.0,0.8333333333333334,0.3333333333333333,mobile,0.16666666666666666,0,0.0,
2603,24,2363.801,W,0.5833333333333334,4,19,visa,0.625,87.0,0.875,0.4166666666666667,mobile,0.375,5,0.20833333333333334,250.0
2604,45,4191.393,W,0.8888888888888888,3,39,visa,0.7555555555555555,87.0,0.9111111111111111,0.1111111111111111,mobile,0.1111111111111111,0,0.0,
2605,64,8008.244999999999,W,0.78125,3,53,visa,0.65625,87.0,0.796875,0.21875,mobile,0.171875,1,0.015625,20.543
2606,118,12390.080000000004,W,0.8898305084745762,3,91,visa,0.6779661016949152,87.0,0.9067796610169492,0.11016949152542373,desktop,0.059322033898305086,5,0.0423728813559322,318.332
2607,115,13179.282000000001,W,0.8347826086956521,4,93,visa,0.6521739130434783,87.0,0.8869565217391304,0.13043478260869565,desktop,0.06956521739130435,1,0.008695652173913044,70.691
2608,151,16667.764000000003,W,0.7417218543046358,5,113,visa,0.609271523178808,87.0,0.7947019867549668,0.2119205298013245,desktop,0.11258278145695365,1,0.006622516556291391,664.0
2609,172,17184.912000000004,W,0.8255813953488372,5,136,visa,0.6744186046511628,87.0,0.8837209302325582,0.1744186046511628,desktop,0.09883720930232558,4,0.023255813953488372,547.95
2610,181,21443.282000000003,W,0.7458563535911602,5,130,visa,0.6906077348066298,87.0,0.8121546961325967,0.2265193370165746,mobile,0.11602209944751381,8,0.04419889502762431,1739.0
2611,188,24610.841999999997,W,0.7553191489361702,5,138,visa,0.6223404255319149,87.0,0.8457446808510638,0.22340425531914893,desktop,0.1276595744680851,6,0.031914893617021274,766.0
2612,142,17897.929000000004,W,0.7746478873239436,5,117,visa,0.5704225352112676,87.0,0.852112676056338,0.19718309859154928,mobile,0.1056338028169014,10,0.07042253521126761,1221.38
2613,173,17563.017,W,0.8786127167630058,5,124,visa,0.6820809248554913,87.0,0.9190751445086706,0.12138728323699421,desktop,0.07514450867052024,5,0.028901734104046242,1160.0
2614,205,24219.247000000003,W,0.8731707317073171,5,139,visa,0.7317073170731707,87.0,0.9170731707317074,0.12195121951219512,desktop,0.07804878048780488,7,0.03414634146341464,2565.0
2615,211,23741.928,W,0.8151658767772512,5,154,visa,0.6066350710900474,87.0,0.8957345971563981,0.15639810426540285,desktop,0.08530805687203792,13,0.061611374407582936,2647.4669999999996
2616,190,16920.411000000004,W,0.8842105263157894,5,142,visa,0.7,87.0,0.9105263157894737,0.11052631578947368,mobile,0.05789473684210526,4,0.021052631578947368,796.5
2617,176,15725.332000000002,W,0.8181818181818182,5,127,visa,0.6193181818181818,87.0,0.9034090909090909,0.18181818181818182,desktop,0.11363636363636363,2,0.011363636363636364,290.0
2618,129,10669.934000000001,W,0.8217054263565892,4,93,visa,0.7364341085271318,87.0,0.8449612403100775,0.17829457364341086,desktop,0.10852713178294573,1,0.007751937984496124,35.0
2619,91,9650.435000000001,W,0.7362637362637363,5,68,visa,0.5604395604395604,87.0,0.8131868131868132,0.26373626373626374,mobile,0.14285714285714285,4,0.04395604395604396,905.434
2620,65,3440.2110000000002,W,0.5538461538461539,3,48,visa,0.6923076923076923,87.0,0.5846153846153846,0.4461538461538462,desktop,0.3230769230769231,5,0.07692307692307693,73.954
2621,39,11105.322,W,0.717948717948718,5,31,visa,0.7948717948717948,87.0,0.7948717948717948,0.2564102564102564,mobile,0.15384615384615385,0,0.0,
2622,32,1745.013,C,0.71875,2,18,visa,0.78125,87.0,0.28125,0.625,mobile,0.3125,3,0.09375,497.376
2623,15,1671.715,W,0.6666666666666666,3,13,visa,0.6,87.0,0.8,0.3333333333333333,desktop,0.26666666666666666,0,0.0,
2624,6,1012.224,W,0.8333333333333334,2,5,visa,1.0,87.0,0.8333333333333334,0.16666666666666666,desktop,0.16666666666666666,1,0.16666666666666666,106.5
2625,17,2490.813,W,0.8235294117647058,3,16,visa,0.6470588235294118,87.0,0.8823529411764706,0.17647058823529413,desktop,0.11764705882352941,1,0.058823529411764705,107.0
2626,23,4386.82,W,1.0,1,21,visa,0.6086956521739131,87.0,1.0,0.0,,,2,0.08695652173913043,331.5
2627,55,5717.929999999999,W,0.9454545454545454,2,41,visa,0.509090909090909,87.0,1.0,0.05454545454545454,desktop,0.03636363636363636,1,0.01818181818181818,59.0
2628,89,16381.782,W,0.898876404494382,5,74,visa,0.651685393258427,87.0,0.9887640449438202,0.0898876404494382,desktop,0.06741573033707865,6,0.06741573033707865,2549.0
2629,137,27636.097999999998,W,0.8467153284671532,5,105,visa,0.6204379562043796,87.0,0.948905109489051,0.15328467153284672,desktop,0.10948905109489052,6,0.043795620437956206,2076.95
2630,136,24379.234,W,0.8382352941176471,5,105,visa,0.6397058823529411,87.0,0.9117647058823529,0.16176470588235295,desktop,0.11029411764705882,3,0.022058823529411766,1140.0
2631,188,35438.72,W,0.75,5,126,visa,0.5319148936170213,87.0,0.8776595744680851,0.2393617021276596,desktop,0.1595744680851064,3,0.015957446808510637,611.95
2632,196,33689.991,W,0.8214285714285714,5,149,visa,0.5816326530612245,87.0,0.8979591836734694,0.14795918367346939,desktop,0.09183673469387756,6,0.030612244897959183,3358.031
2633,183,22774.459000000003,W,0.8087431693989071,5,131,visa,0.5846994535519126,87.0,0.8743169398907104,0.16393442622950818,desktop,0.10382513661202186,5,0.0273224043715847,422.95
2634,219,35353.619,W,0.7808219178082192,5,162,visa,0.5799086757990868,87.0,0.8538812785388128,0.2100456621004566,desktop,0.1232876712328767,15,0.0684931506849315,3168.437999999999
2635,231,40712.099,W,0.7748917748917749,5,157,visa,0.6493506493506493,87.0,0.8528138528138528,0.21212121212121213,mobile,0.11255411255411256,18,0.07792207792207792,3201.9210000000003
2636,223,30036.783000000003,W,0.7802690582959642,5,157,visa,0.6233183856502242,87.0,0.8699551569506726,0.19282511210762332,desktop,0.15246636771300448,5,0.02242152466367713,1200.647
2637,242,47867.181,W,0.78099173553719,5,168,visa,0.6694214876033058,87.0,0.8884297520661157,0.2066115702479339,mobile,0.10743801652892562,13,0.05371900826446281,4857.9169999999995
2638,220,32114.944,W,0.8,5,158,visa,0.5727272727272728,87.0,0.8590909090909091,0.17272727272727273,desktop,0.08636363636363636,8,0.03636363636363636,3435.996
2639,249,39476.320999999996,W,0.7871485943775101,5,164,visa,0.6345381526104418,87.0,0.8473895582329317,0.17269076305220885,desktop,0.10040160642570281,21,0.08433734939759036,2958.4429999999998
2640,222,27416.397,W,0.8423423423423423,5,163,visa,0.6621621621621622,87.0,0.8873873873873874,0.14414414414414414,desktop,0.08108108108108109,8,0.036036036036036036,1055.408
2641,196,23833.499000000003,W,0.7653061224489796,5,136,visa,0.673469387755102,87.0,0.8622448979591837,0.20918367346938777,desktop,0.1683673469387755,5,0.025510204081632654,608.98
2642,136,13808.788,W,0.7941176470588235,5,96,visa,0.7205882352941176,87.0,0.8970588235294118,0.20588235294117646,desktop,0.15441176470588236,3,0.022058823529411766,99.352
2643,107,12766.925,W,0.822429906542056,4,77,visa,0.6915887850467289,87.0,0.8411214953271028,0.17757009345794392,desktop,0.14953271028037382,2,0.018691588785046728,58.909
2644,70,5532.994,W,0.6285714285714286,4,59,visa,0.7142857142857143,87.0,0.7142857142857143,0.35714285714285715,desktop,0.18571428571428572,4,0.05714285714285714,112.925
2645,55,4338.462,W,0.5818181818181818,3,40,visa,0.8363636363636363,87.0,0.6,0.41818181818181815,desktop,0.2545454545454545,8,0.14545454545454545,125.43
2646,25,4418.903,W,0.76,3,21,visa,0.8,87.0,0.88,0.24,desktop,0.2,0,0.0,
2647,17,1722.874,W,0.9411764705882353,2,15,visa,0.6470588235294118,87.0,0.9411764705882353,0.058823529411764705,desktop,0.058823529411764705,0,0.0,
2648,7,746.215,W,0.7142857142857143,3,7,visa,0.8571428571428571,87.0,0.8571428571428571,0.2857142857142857,desktop,0.2857142857142857,0,0.0,
2649,16,3703.022,W,0.875,3,15,visa,0.5625,87.0,0.9375,0.125,mobile,0.0625,1,0.0625,49.0
2650,14,1294.0700000000002,W,0.7857142857142857,3,14,visa,0.5,87.0,0.8571428571428571,0.21428571428571427,desktop,0.21428571428571427,0,0.0,
2651,36,3380.1919999999996,W,0.75,4,33,visa,0.5277777777777778,87.0,0.8888888888888888,0.2222222222222222,mobile,0.1111111111111111,0,0.0,
2652,89,10881.965,W,0.8876404494382022,5,80,visa,0.651685393258427,87.0,0.9662921348314607,0.10112359550561797,desktop,0.06741573033707865,2,0.02247191011235955,1043.0
2653,153,27103.660000000003,W,0.9084967320261438,5,110,visa,0.5816993464052288,87.0,0.954248366013072,0.0915032679738562,desktop,0.06535947712418301,8,0.05228758169934641,4519.356
2654,129,23181.844,W,0.8527131782945736,5,106,visa,0.6201550387596899,87.0,0.9534883720930233,0.13953488372093023,desktop,0.10852713178294573,4,0.031007751937984496,1523.0
2655,175,23380.558,W,0.8228571428571428,5,134,visa,0.6857142857142857,87.0,0.9257142857142857,0.15428571428571428,desktop,0.11428571428571428,5,0.02857142857142857,2430.1859999999997
